doi,title,abstract,date,category,disease_label,keyword_used
10.1101/815241,An Evaluation of the In Vitro Roles and Mechanisms of Silibinin in Reducing Pyrazinamide- and Isoniazid-Induced Hepatocellular Damage,"Tuberculosis remains a significant infectious lung disease that affects millions of patients worldwide. Despite numerous existing drug regimens for tuberculosis, Drug-Induced Liver Injury is a major challenge that limits the effectiveness of these therapeutics. Two drugs that form the backbone of the commonly administered quadruple antitubercular regimen, i.e. pyrazinamide (PZA) and isoniazid (INH), are associated with such hepatotoxicity. The problem is compounded by the lack of safe and effective alternatives to the antitubercular regimen. Consequently, current research largely focuses on exploiting the hepatoprotective effect of nutraceutical compounds as complementary therapy. Silibinin, a herbal product widely believed to protect against various liver diseases, potentially provides a useful solution given its hepatoprotective mechanisms. In our study, we identified silibinins role in mitigating PZA- and INH-induced hepatotoxicity and elucidated a deeper mechanistic understanding of silibinins hepatoprotective ability. 25 M silibinin preserved the viability of human foetal hepatocyte line LO2 when co-administered with 80 mM INH and decreased apoptosis induced by a combination of 40 mM INH and 10 mM PZA by reducing oxidative damage to mitochondria, proteins, and lipids. Taken together, this proof-of-concept forms the rational basis for the further investigation of silibinins hepatoprotective effect in subsequent preclinical studies and clinical trials.

Graphical Abstract

O_FIG O_LINKSMALLFIG WIDTH=200 HEIGHT=133 SRC=""FIGDIR/small/815241v3_ufig1.gif"" ALT=""Figure 1"">
View larger version (32K):
org.highwire.dtl.DTLVardef@7dde5borg.highwire.dtl.DTLVardef@1914a77org.highwire.dtl.DTLVardef@1aff684org.highwire.dtl.DTLVardef@1616fa5_HPS_FORMAT_FIGEXP  M_FIG C_FIG",2020-04-06,pharmacology and toxicology,Tuberculosis,Tuberculosis
10.1101/845081,Spreading of a mycobacterial cell surface lipid into host epithelial membranes promotes infectivity,"Several virulence lipids populate the outer cell wall of pathogenic mycobacteria (Jackson, 2014). Phthiocerol dimycocerosate (PDIM), one of the most abundant outer membrane lipids (Anderson, 1929), plays important roles in both defending against host antimicrobial programs (Camacho et al., 2001; Cox et al., 1999; Murry et al., 2009) and in evading these programs altogether (Cambier et al., 2014a; Rousseau et al., 2004). Immediately following infection, mycobacteria rely on PDIM to evade toll-like receptor (TLR)-dependent recruitment of bactericidal monocytes which can clear infection (Cambier et al., 2014b). To circumvent the limitations in using genetics to understand virulence lipid function, we developed a chemical approach to introduce a clickable, semi-synthetic PDIM onto the cell wall of Mycobacterium marinum. Upon infection of zebrafish, we found that PDIM rapidly spreads into host epithelial membranes, and that this spreading inhibits TLR activation. PDIMs ability to spread into epithelial membranes correlated with its enhanced fluidity afforded by its methyl-branched mycocerosic acids. Additionally, PDIMs affinity for cholesterol promoted its occupation of epithelial membranes; treatment of zebrafish with statins, cholesterol synthesis inhibitors, decreased spreading and provided protection from infection. This work establishes that interactions between host and pathogen lipids influence mycobacterial infectivity and suggests the use of statins as tuberculosis preventive therapy by inhibiting PDIM spread.",2020-06-30,microbiology,Tuberculosis,Tuberculosis
10.1101/2020.05.22.110775,Mycobacterium tuberculosis micro-diversity promotes intra-macrophagic persistence and antibiotic tolerance,"Mycobacterium tuberculosis (Mtb) genetic micro-diversity in clinical isolates may underline mycobacterial adaptive response during the course of tuberculosis (TB) and provide insights to anti-TB treatment response and emergence of resistance. Herein we followed within-host evolution of Mtb clinical isolates in a cohort of patients with delayed Mtb culture conversion. We captured the genetic diversity of both the initial and the last Mtb isolate obtained in each patient, by focusing on minor variants detected as unfixed single nucleotide polymorphisms (SNPs). To unmask antibiotic tolerant sub-populations, we exposed the last Mtb isolate to rifampicin (RIF) prior to whole genome sequencing analysis. We were able to detect unfixed SNPs within the Mtb isolates for 9/12 patients, and non-synonymous (ns) SNPs in 6/12 patients. Furthermore, RIF exposure revealed 8 additional unfixed nsSNP unlinked to drug resistance. To better understand the dynamics of Mtb micro-diversity during the course of TB, we investigated the variant composition of a persistent Mtb clinical isolate before and after controlled stress experiments chosen to mimic the course of TB disease. A minor variant, featuring a particular mycocerosates profile, became enriched during both RIF exposure and macrophage infection. The variant was associated with drug tolerance and intracellular persistence, consistent with the pharmacological modeling predicting increased risk of treatment failure. A thorough study of such variants, not necessarily linked to canonical drug-resistance and which may be able to promote anti-TB drug tolerance, may be crucial to prevent the subsequent emergence of resistance. Taken together, the present findings support the further exploration of Mtb micro-diversity as a promising tool to detect patients at risk of poorly responding to anti-TB treatment, ultimately allowing improved and personalized TB management.

Author summaryTuberculosis (TB) is caused by Mycobacterium tuberculosis (Mtb), bacteria that are able to persist inside the patient for many months or years, thus requiring long antibiotic treatments. Here we focused on TB patients with delayed response to treatment and we performed genetic characterization of Mtb isolates to search for sub-populations that may tolerate anti-TB drugs. We found that Mtb cultured from 9/12 patients contained different sub-populations, and in vitro drug exposure revealed 8 other sub-populations, none related to known drug-resistance mechanisms. Furthermore, we characterized a Mtb variant isolated from a sub-population growing in the presence of rifampicin (RIF), a major anti-TB drug. We found that this variant featured a modified lipidic envelope, and that it was able to develop in the presence of RIF and inside human macrophage cells. We performed pharmacological modelling and found that this kind of variant may be related to a poor response to treatment. In conclusion, searching for particular Mtb sub-populations may help to detect patients at risk of treatment failure and provide additional guidance for TB management.",2020-05-22,microbiology,Tuberculosis,Tuberculosis
10.1101/2020.05.29.117077,Understanding the diversity of DNA methylation in Mycobacterium tuberculosis,"Although Mycobacterium tuberculosis (Mtb) strains exhibit genomic homology of >99%, there is considerable variation in the phenotype. The underlying mechanisms of phenotypic heterogeneity in Mtb are not well understood but epigenetic variation is thought to contribute. At present the methylome of Mtb has not been completely characterized. We completed methylomes of 18 Mycobacterium tuberculosis (Mtb) clinical isolates from Malawi representing the largest number of Mtb genomes to be completed in a single study using Single Molecule Real Time (SMRT) sequencing to date. We replicate and confirm four methylation disrupting mutations in lineages of Mtb. For the first time we report complete loss of methylation courtesy of C758T (S253L) mutation in the MamB gene of Indo-oceanic lineage of Mtb. We also conducted a genomic and methylome comparison of the Malawian samples against a global sample. We confirm that methylation in Mtb is lineage specific although some unresolved issues still remain.",2020-05-30,genomics,Tuberculosis,Tuberculosis
10.1101/2020.04.26.057497,A putative genomic map for resistance of Bos indicus cattle in Cameroon to bovine tuberculosis,"Bovine Tuberculosis (bTB) caused by Mycobacterium bovis is a livestock disease of global economic and public health importance. There are currently no effective vaccines available for livestock and so control relies on animal level surveillance and pasteurisation of dairy products. A new alternative control approach is to exploit the genetic variability of the host; recent studies have demonstrated that breeding Bos taurus cattle for increased resistance to bTB is feasible. The utility of such an approach is still unknown for the Bos indicus cattle population. This study aims to assess genetic variation in bTB resistance and the underlying genomic architecture in Bos indicus breeds in Cameroon.

We conducted a cross-sectional study of slaughter cattle in Cameroon and genotyped a sample of 213 cattle. Their genomic diversity was characterised using PCA, hierarchical clustering and admixture analysis. We assessed genetic variation in bTB resistance using heritability analysis and compared quantitative trait loci.

Previous studies had found that breed was an important factor in explaining the epidemiology of bTB, with Fulani cattle appearing to be more susceptible than mixed breeds. However, we show that the apparent phenotypic differences in visual appearance between the breeds was not reflected by clear genomic differences. At the genetic level, cattle belonging to different hierarchical genomic clusters differed in their susceptibility to bTB. There was evidence of a genomic association between M. bovis infection status with specific SNPs.

We highlight the need to understand the challenges faced by livestock in specific settings both in terms of pathogens and the environment, in addition to their intended purpose and how they fit into a defined management system. It is only at this point livestock keepers can then make informed breeding choices, not only for resistance to disease but also for increasing production.",2020-04-26,genetics,Tuberculosis,Tuberculosis
10.1101/2019.12.21.885723,Multiple merger genealogies in outbreaks of Mycobacterium tuberculosis,"The Kingman coalescent and its developments are often considered among the most important advances in population genetics of the last decades. Demographic inference based on coalescent theory has been used to reconstruct the population dynamics and evolutionary history of several species, including Mycobacterium tuberculosis (MTB), an important human pathogen causing tuberculosis. One key assumption of the Kingman coalescent is that the number of descendants of different individuals does not vary strongly, and violating this assumption could lead to severe biases caused by model misspecification. Individual lineages of MTB are expected to vary strongly in reproductive success because 1) MTB is potentially under constant selection due to the pressure of the host immune system and of antibiotic treatment, 2) MTB undergoes repeated population bottlenecks when it transmits from one host to the next, and 3) some hosts show much higher transmission rates compared to the average (""super-spreaders"").

Here we used an Approximate Bayesian Computation approach to test whether multiple merger coalescents (MMC), a class of models that allow for large variation in reproductive success among lineages, are more appropriate models to study MTB populations. We considered eleven publicly available whole genome sequence data sets sampled from local MTB populations and outbreaks, and found that MMC had a better fit compared to the Kingman coalescent for ten of the eleven data sets. These results indicate that the null model for analyzing MTB outbreaks should be reassessed, and that past findings based on the Kingman coalescent need to be revisited.",2020-01-11,evolutionary biology,Tuberculosis,Tuberculosis
10.1101/2020.03.09.983163,Transcriptomic characterization of tuberculous sputum reveals a host Warburg effect and microbial cholesterol catabolism,"The crucial transmission phase of tuberculosis (TB) relies on infectious sputum yet cannot easily be modeled. We applied one-step RNA-Sequencing to sputum from infectious TB patients to investigate the host and microbial environments underlying transmission of Mycobacterium tuberculosis (Mtb). In such TB sputa, compared to non-TB controls, transcriptional upregulation of inflammatory responses and a metabolic shift towards glycolysis was observed in the host. Amongst all bacterial sequences in the sputum, only less than 1.5% originated from Mtb and its abundance is associated with HIV-1 coinfection status. The transcriptome of sputum Mtb more closely resembled aerobic replication and was characterized by evidence of cholesterol utilization, zinc deprivation and reduced expression of the virulence-associated PhoP regulon. Our study provides a comprehensive analysis of the transcriptional landscape associated with infectious sputum and demonstrates the feasibility of applying advanced sequencing technology to readily accessible pathological specimens in the study of host-pathogen adaptation.",2020-03-09,microbiology,Tuberculosis,Tuberculosis
10.1101/2020.01.21.913418,PathExt: a general framework for path-based mining of omics-integrated biological networks,"MotivationLarge scale transcriptomic data are routinely used to prioritize genes underlying specific phenotypes. Current approaches largely focus on differentially expressed genes (DEGs), despite the recognition that phenotypes emerge via a network of interactions between genes and proteins, many of which may not be differentially expressed. Furthermore, many practical applications lack sufficient samples or an appropriate control to robustly identify statistically significant DEGs.

ResultsWe provide a computational tool - PathExt, which, in contrast to differential genes, identifies differentially active paths when a control is available, and most active paths otherwise, in an omics-integrated biological network. The sub-network comprising such paths, referred to as the Top-Net, captures the most relevant genes and processes underlying the specific biological context. The TopNet forms a well-connected graph, reflecting the tight orchestration in biological systems. Two key advantages of PathExt are (i) it can extract characteristic genes and pathways even when only a single sample is available, and (ii) it can be used to study a system even in the absence of an appropriate control. We demonstrate the utility of PathExt via two diverse sets of case studies, to characterize (a) Mycobacterium tuberculosis (M.tb) response upon exposure to 18 antibacterial drugs where only one transcriptomic sample is available for each exposure; and (b) tissue-relevant genes and processes using transcriptomic data from GTEx (Genotype-Tissue Expression) for 39 human tissues. Overall, PathExt is a general tool for prioritizing context-relevant genes in any omics-integrated biological network for any condition(s) of interest, even with a single sample or in the absence of appropriate controls.

AvailabilityThe source code for PathExt is available at https://github.com/NarmadaSambaturu/PathExt.

Contactnchandra@iisc.ac.in, sridhar.hannenhalli@nih.gov",2020-01-21,systems biology,Tuberculosis,Tuberculosis
10.1101/2020.04.27.065144,Topologically correct synthetic reconstruction of pathogen social behavior found in deep tissue sites,"Within deep tissue sites, extracellular bacterial pathogens often replicate in clusters that are surrounded by immune cells. Disease is modulated by interbacterial interactions as well as bacterial-host cell interactions resulting in microbial growth, phagocytic attack and secretion of host antimicrobial factors. To overcome the limited ability to manipulate these infection sites, we established a system for Yersinia pseudotuberculosis (Yptb) growth in microfluidics-driven microdroplets that regenerates microbial social behavior in tissues. Chemical generation of nitric oxide (NO) in the absence of immune cells was sufficient to reconstruct microbial social behavior, as witnessed by expression of the NO-inactivating protein Hmp on the extreme periphery of microcolonies, mimicking spatial regulation in tissues. Similarly, activated macrophages that expressed inducible NO synthase (iNOS) drove peripheral expression of Hmp, allowing regeneration of social behavior observed in tissues. These results argue that topologically correct microbial tissue growth and associated social behavior can be reconstructed in culture.",2020-04-29,microbiology,Tuberculosis,Tuberculosis
10.1101/2020.03.31.018390,EXPRESSION OF Mycobacterium tuberculosis RpsA IN Mycobacterium smegmatis INCREASES SUSCEPTIBILITY TO PYRAZINAMIDE,"Pyrazinamide (PZA) is one of the most important drugs used in combined antituberculous therapy. After the drug enters Mycobacterium tuberculosis it is hydrolyzed by pyrazinamidase (PZAse) to the bactericidal molecule pyrazinoic acid (POA). Ribosomal protein S1 (RpsA) was recently identified as a possible target of PZA based on its binding activity to POA and capacity to inhibit trans-translation. However, its role is not completely understood.

It has been proposed that Mycobacterium smegmatis RpsA is not capable of binding POA, unlike M. tuberculosis RpsA. This may be due to the different amino acid sequence in the carboxy-terminal region of the two molecules: in M. smegmatis RpsA it is much closer to the sites that may interact with POA than in M. tuberculosis RpsA. These differences could be contributing, along with the presence of highly active POA efflux, to the natural resistance to PZA in M. smegmatis.

To further understand the mechanisms of action of PZA and the role of RpsA in PZA susceptibility, we evaluated the effect of complementing M. tuberculosis RpsA expression in M. smegmatis using pNIT mycobacterial non-integrative expression vector and then performed a PZA susceptibility test determining the minimum inhibitory concentration (MIC) of PZA. It was expected that chimeric ribosomes comprising M. tuberculosis RpsA may be present and may affect PZA susceptibility.

Our results showed a reduction in PZA MIC in M. smegmatis complemented with overexpressed M. tuberculosis RpsA compared to non-overexpressed M. smegmatis (468 {micro}g/mL and >7500 {micro}g/mL respectively).",2020-03-31,microbiology,Tuberculosis,Tuberculosis
10.1101/828533,TRIM14 is a key regulator of the type I interferon response during Mycobacterium tuberculosis infection,"Tripartite motif-containing proteins (TRIMs) play a variety of recently described roles in innate immunity. While many TRIMs regulate type I interferon (IFN) expression following cytosolic nucleic acid sensing of viruses, their contribution to innate immune signaling and gene expression during bacterial infection remains largely unknown. Because Mycobacterium tuberculosis is a potent activator of cGAS-dependent cytosolic DNA sensing, we set out to investigate a role for TRIM proteins in regulating macrophage responses to M. tuberculosis. Here we demonstrate that TRIM14, a non-canonical TRIM that lacks an E3 ligase RING domain, is a critical negative regulator of the type I IFN response in macrophages. We show that TRIM14 physically interacts with both cGAS and TBK1 and that macrophages lacking TRIM14 dramatically hyperinduce interferon stimulated gene (ISG) expression following cytosolic nucleic acid transfection, IFN-{beta} treatment, and M. tuberculosis infection. Consistent with a defect in resolution of the type I IFN response, Trim14 knockout (KO) macrophages have more phospho-Ser754 STAT3 relative to phospho-727 and fail to upregulate the STAT3 target Socs3 (Suppressor of Cytokine Signaling 3), which is required to turn off IFNAR signaling. These data support a model whereby TRIM14 acts as a scaffold between TBK1 and STAT3 to promote phosphorylation of STAT3 at Ser727 and enhance negative regulation of ISG expression. Remarkably, Trim14 KO macrophages hyperinduce antimicrobials like Inos2 and are significantly better than control cells at limiting M. tuberculosis replication. Collectively, these data reveal a previously unappreciated role for TRIM14 in resolving type I IFN responses and controlling M. tuberculosis infection.",2020-01-14,immunology,Tuberculosis,Tuberculosis
10.1101/2020.01.16.909523,PE5-PPE4-EspG3 trimer structure from mycobacterial ESX-3 secretion system gives insight into cognate substrate recognition by ESX systems,"Mycobacterium tuberculosis (Mtb) has evolved numerous type VII secretion (ESX) systems to secrete multiple factors important for both growth and virulence across their cell envelope. Three such systems; ESX-1, ESX-3, and ESX-5; have been shown to each secrete a unique set of substrates. A large class of these substrates secreted by these three systems are the PE and PPE families of proteins. Proper secretion of the PE-PPE proteins requires the presence of EspG, with each system encoding its own unique copy. There is no cross-talk between any of the ESX systems and how each EspG is recognizing its subset of PE-PPE proteins is currently unknown. The only current structural characterization of PE-PPE-EspG trimers is from the ESX-5 system. Here we present the crystal structure of the PE5mt-PPE4mt-EspG3mm trimer, from the ESX-3 system. Our trimer reveals that EspG3mm interacts exclusively with PPE4mt in a similar manner to EspG5, shielding the hydrophobic tip of PPE4mt from solvent. The C-terminal helical domain of EspG3mm is dynamic, alternating between an  open and  closed form, and this movement is likely functionally relevant in the unloading of PE-PPE heterodimers at the secretion machinery. In contrast to the previously solved ESX-5 trimers, the PE-PPE heterodimer of our ESX-3 trimer is interacting with its chaperone at a drastically different angle, and presents different faces of the PPE protein to the chaperone. We conclude that the PPE-EspG interface from each ESX system has a unique shape complementarity that allows each EspG to discriminate amongst non-cognate PE-PPE pairs.",2020-01-17,biochemistry,Tuberculosis,Tuberculosis
10.1101/2020.02.24.963918,Mycobacterium tuberculosis Rv3194c efficiently facilitates mycobacterial-lung epithelial interaction through its HA-binding site,"Mycobacterium tuberculosis adhesins are surface-exposed molecules that mediate pathogen-host interaction, a fundamental step towards host infection. Here we show that serine protease (Rv3194c) promotes mycobacterial infection to lung epithelial through its hyaluronic acid (HA)-binding site. Both enzyme-linked immunosorbent assay and surface plasmon resonance analysis revealed that Rv3194c bound to HA. Utilizing synthetic peptides, we next defined HA-binding site of 20 amino acids from 91 to 110 of Rv3194c (P91-110). Immunofluorescence assay and an FACScan showed that Rv3194c was interacted with A549 cells (human lung epithelial cells), and its interaction was abolished by the addition of hyaluronidase or P91-110. Experimental infection in Vitro revealed that Rv3194c participates in attachment of recombinant Mycobacterium smegmatis (Rv3194c/MS) to A549 cells, and P91-110 treatment of A549 cells almost inhibited Rv3194c/MS-A549 cells interaction. To provide in vivo evidence, we constructed a reporter strain of M. smegmatis expressed a derivative of the firefly luciferase that is shifted to red (FFlucRT) in combination with Rv3194c (Rv3194c+FFlucRT/MS) to infect the rodents and monitor the progression of the disease. Using bioluminescence imaging and bacterial counts in lung tissue confirmed that Rv3194c dramatically enhanced the persistence of M. smegmatis. In addition, treatment of intratracheal Rv3194c+FFlucRT/MS-infected mice with P91-110 significantly suppressed the growth of Rv3194c+FFlucRT/MS in vivo. Taken together, these results demonstrate that Rv3194c was identified as a HA-binding adhesin, and P91-110 as anti-adhesion agents has potential for therapeutic and prophylactic interventions in mycobacterial infection.",2020-02-26,microbiology,Tuberculosis,Tuberculosis
10.1101/358986,"Structure-aware M. tuberculosis functional annotation uncloaks resistance, metabolic, and virulence genes","Accurate and timely functional genome annotation is essential for translating basic pathogen research into clinically impactful advances. Here, through literature curation and structure-function inference, we systematically update the functional genome annotation of Mycobacterium tuberculosis virulent type strain H37Rv. First, we systematically curated annotations for 589 genes from 662 publications, including 282 gene products absent from leading databases. Second, we modeled 1,711 under-annotated proteins and developed a semi-automated pipeline that captured shared function between 400 protein models and structural matches of known function on protein data bank, including drug efflux proteins, metabolic enzymes, and virulence factors. In aggregate, these structure- and literature-derived annotations update 940/1,725 under-annotated H37Rv genes and generate hundreds of functional hypotheses. Retrospectively applying the annotation to a recent whole-genome transposon mutant screen provided missing function for 48% (13/27) of under-annotated genes altering antibiotic efficacy and 33% (23/69) required for persistence during mouse TB infection. Prospective application of the protein models enabled us to functionally interpret novel laboratory generated Pyrazinamide-resistant (PZA) mutants of unknown function, which implicated the emerging Coenzyme A depletion model of PZA action in the mutants PZA resistance. Our findings demonstrate the functional insight gained by integrating structural modeling and systematic literature curation, even for widely studied microorganisms. Functional annotations and protein structure models are available at https://tuberculosis.sdsu.edu/H37Rv in human- and machine-readable formats.

IMPORTANCEMycobacterium tuberculosis, the primary causative agent of tuberculosis, kills more humans than any other infectious bacteria. Yet 40% of its genome is functionally uncharacterized, leaving much about the genetic basis of its resistance to antibiotics, capacity to withstand host immunity, and basic metabolism yet undiscovered. Irregular literature curation for functional annotation contributes to this gap. We systematically curated functions from literature and structural similarity for over half of poorly characterized genes, expanding the functionally annotated Mycobacterium tuberculosis proteome. Applying this updated annotation to recent in vivo functional screens added functional information to dozens of clinically pertinent proteins described as having unknown function. Integrating the annotations with a prospective functional screen identified new mutants resistant to a first-line TB drug supporting an emerging hypothesis for its mode of action. These improvements in functional interpretation of clinically informative studies underscores the translational value of this functional knowledge. Structure-derived annotations identify hundreds of high-confidence candidates for mechanisms of antibiotic resistance, virulence factors, and basic metabolism; other functions key in clinical and basic tuberculosis research. More broadly, it provides a systematic framework for improving prokaryotic reference annotations.",2021-06-30,genomics,Tuberculosis,Tuberculosis
10.1101/2020.02.03.933101,An isothermal method for sensitive detection of Mycobacterium tuberculosis complexes using CRISPR/Cas12a cis- and trans-cleavage,"Tuberculosis is still one of the most serious infectious diseases resulting in lethal death worldwide. The traditional method is still not enough to meet the clinical requirements of rapid diagnosis, high specificity and sensitivity. Fast, sensitive and accurate detection of mycobacterium tuberculosis (MTB) is an urgent need for the treatment and control of tuberculosis disease. Clustered Regularly Interspaced Short Palindromic Repeats (CRISPR)-associated proteins (Cas12a) exhibits strongly nonspecific degradation ability of exogenous single-strand nucleic acid (trans-cleavage) after specific recognition of target sequence. We purified Cas12a protein and selected a proper guide RNA (gRNA) based on conserved sequences of MTB from gRNA library we designed. Then, we proposed a novel method based on recombinase polymerase amplification (RPA) and CRISPR/Cas12a nuclease system for specific and sensitive detection of MTB DNA. The assay based on fluorescence detection pattern showed 4.48 fM of limit of detection (LOD) and good linear correlation of concentration and fluorescence value (R2=0.9775). Also, it showed good performance in distinguishing other bacteria. Furthermore, its clinical performance was evaluated by 193 samples and showed sensitivity of 99.29% (139/140) and specificity of 100% (53/53) at 99% confidence interval, respectively, compared with culture method. The CRISPR/Cas12a system showed good specificity, excellent sensitivity and accuracy for MTB detection, and it meets requirements of MTB detection in clinical samples and has great potential for clinical translation.",2020-02-04,molecular biology,Tuberculosis,Tuberculosis
10.1101/2020.03.23.001818,Host-derived lipids from tuberculous pleurisy impair macrophage microbicidal-associated metabolic activity,"Mycobacterium tuberculosis (Mtb) regulates the macrophage metabolic state to thrive in the host. Yet, the responsible mechanisms remain elusive. Macrophage activation towards the microbicidal (M1) program depends on the HIF-1 -mediated metabolic shift from oxidative phosphorylation towards glycolysis. Here, we asked whether a tuberculosis (TB) microenvironment changes the M1 macrophage metabolic state. We exposed M1 macrophages to the acellular fraction of tuberculous pleural effusions (TB-PE), and found lower glycolytic activity, accompanied by elevated levels of oxidative phosphorylation and bacillary load, compared to controls. The host-derived lipid fraction of TB-PE drove these metabolic alterations. HIF-1 stabilization reverted the effect of TB-PE by restoring M1 metabolism. As a proof-of-concept, Mtb-infected mice with stabilized HIF-1 displayed lower bacillary loads and a pronounced M1-like metabolic profile in alveolar macrophages. Collectively, we demonstrate that host-derived lipids from a TB-associated microenvironment alter the M1 macrophage metabolic reprogramming by hampering HIF-1 functions, thereby impairing control of Mtb infection.",2020-03-25,immunology,Tuberculosis,Tuberculosis
10.1101/2020.04.28.067090,Investigation of the anti-TB potential of selected alkaloid constituents using molecular docking approach,"Mycobacterium tuberculosis, the leading bacterial killer disease worldwide, causes Human tuberculosis (TB). Due to the growing problem of drug resistant Mycobacterium tuberculosis strains, new anti-TB drugs are urgently needed. Natural sources such as plant extracts have long played an important role in tuberculosis management and can be used as a template to design new drugs. A wide screening of natural sources is time consuming but the process can be significantly sped up using molecular docking. In this study, we used a molecular docking approach to investigate the interactions between selected natural constituents and three proteins MtPanK, MtDprE1 and MtKasA involved in the physiological functions of Mycobacterium tuberculosis which are necessary for the bacteria to survive and cause disease. The molecular docking score, a score that accounts for the binding affinity between a ligand and a target protein, for each protein was calculated against 150 chemical constituents of different classes to estimate the binding free energy. The docking scores represent the binding free energy. The best docking scores indicates the highest ligand protein binding which is indicated by the lowest energy value. Among the natural constituents, Shermilamine B showed a docking score of - 8.5kcal/mol, Brachystamide B showed a docking score of -8.6 kcal/mol with MtPanK, Monoamphilectine A showed a score of -9.8kcal/mol with MtDprE1.These three compounds showed docking scores which were superior to the control inhibitors and represent the opportunity of in vitro biological evaluation and anti-TB drug design. Consequently, all these compounds belonged to the alkaloid class. Specific interactions were studied to further understand the nature of intermolecular bonds between the most active ligands and the protein binding site residues which proved that among the constituents monoamphilectine A and Shermilamine B show more promise as Anti-TB drugs. Furthermore, the ADMET properties of these compounds or ligands showed that they have no corrosive or carcinogenic parameters.

Graphical Abstract

O_FIG O_LINKSMALLFIG WIDTH=200 HEIGHT=177 SRC=""FIGDIR/small/067090v1_ufig1.gif"" ALT=""Figure 1"">
View larger version (43K):
org.highwire.dtl.DTLVardef@1542087org.highwire.dtl.DTLVardef@23ade8org.highwire.dtl.DTLVardef@6e93dcorg.highwire.dtl.DTLVardef@1ad6c6f_HPS_FORMAT_FIGEXP  M_FIG C_FIG",2020-04-29,bioinformatics,Tuberculosis,Tuberculosis
10.1101/2020.02.21.959353,SIV and Mycobacterium tuberculosis synergy within the granuloma accelerates the reactivation pattern of latent tuberculosis,"Human immunodeficiency virus infection is the most common risk factor for severe forms of tuberculosis (TB), regardless of CD4 T cell count. Using a well-characterized cynomolgus macaque model of human TB, we compared radiographic, immunologic and microbiologic characteristics of early (subclinical) reactivation of latent M. tuberculosis (Mtb) infection among animals subsequently infected with simian immunodeficiency virus (SIV) or who underwent anti-CD4 depletion by a depletion antibody. CD4 depleted animals had significantly fewer CD4 T cells within granulomas compared to Mtb/SIV co-infected and Mtb-only control animals. After 2 months of treatment, subclinical reactivation occurred at similar rates among CD4 depleted (5 of 7 animals) and SIV infected animals (4 of 8 animals). However, SIV-induced reactivation was associated with more dissemination of lung granulomas that were permissive to Mtb growth resulting in greater bacterial burden within granulomas compared to CD4 depleted reactivators. Granulomas from Mtb/SIV animals displayed a more robust T cell activation profile (IFN-, IFN-{gamma}, TNF, IL-17, IL-2, IL-10, IL-4 and granzyme B) compared to Mtb/CD4 animals and controls though these effectors did not protect against reactivation or dissemination, but instead may be related to increased viral and/or Mtb antigens. SIV replication within the granuloma was associated with reactivation, greater overall Mtb growth and Mtb killing resulting in greater overall Mtb burden. These data support that SIV disrupts protective immune responses against latent Mtb infection beyond the loss of CD4 T cells, and that synergy between SIV and Mtb occurs within granulomas.

Author SummaryMost humans are able to control infection with Mycobacterium tuberculosis (Mtb), the bacteria that causes tuberculosis (TB). Controlled, asymptomatic infection (latent infection) can develop into symptomatic, severe TB (reactivation TB) when the immune system is impaired, and HIV is the most common risk factor. Chronic HIV infection is associated with low CD4 T cells but there are likely other factors involved. Using macaques with latent Mtb infection, we could induce reactivation from either CD4 T cell depletion or SIV infection. We found that SIV induced reactivation was more dramatic with more bacterial dissemination and bacterial growth compared to those with CD4 depletion. While SIV-infected animals had more activated immune responses in the lung granulomas (a collection of immune cells that functions to combat Mtb), they could not prevent bacterial spread of Mtb resulting in more TB pathology, higher bacterial burden and disease throughout the body. These data suggest that the HIV-induced reactivation TB is not solely from the loss of CD4 T cells. Furthermore, our data suggest that SIV and Mtb have a synergistic relationship within granulomas that impairs the ability to kill Mtb and that this relationship exacerbates TB disease.",2020-02-21,immunology,Tuberculosis,Tuberculosis
